*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   1        : N0 P0                     MZCER045 GHWA0401    1              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  1   : N0 P0                     MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 254   337    85   14.0    1.6   12.4   0.66   0.62   15.0    6.5    5.8    0.6   0.62   0.32    0.00    0.34
 2004 255   338    86   14.0    1.7   12.3   0.66   0.62   15.1    6.5    5.8    0.6   0.62   0.32    0.00    0.35
 2004 256   339    87   14.1    1.8   12.3   0.66   0.62   15.2    6.5    5.8    0.6   0.62   0.33    0.00    0.36
 2004 257   340    88   14.2    1.8   12.3   0.66   0.62   15.3    6.5    5.8    0.6   0.62   0.33    0.00    0.37
 2004 258   341    89   14.2    1.9   12.2   0.66   0.61   15.3    6.5    5.8    0.6   0.61   0.33    0.00    0.38
 2004 259   342    90   14.2    2.0   12.2   0.67   0.61   15.3    6.4    5.7    0.6   0.61   0.33    0.00    0.39
 2004 260   343    91   14.2    2.1   12.1   0.67   0.61   15.3    6.4    5.7    0.6   0.61   0.33    0.00    0.39
 2004 261   344    92   14.2    2.2   12.0   0.67   0.60   15.3    6.3    5.7    0.6   0.60   0.33    0.00    0.39
 2004 262   345    93   14.2    2.3   11.9   0.67   0.60   15.3    6.3    5.6    0.6   0.60   0.33    0.00    0.39
 2004 263   346    94   14.2    2.3   11.8   0.67   0.59   15.3    6.3    5.6    0.6   0.59   0.34    0.00    0.39
 2004 264   347    95   14.2    2.4   11.8   0.68   0.59   15.3    6.2    5.5    0.6   0.59   0.34    0.00    0.40
 2004 265   348    96   14.2    2.5   11.7   0.68   0.59   15.4    6.2    5.5    0.6   0.59   0.34    0.00    0.41
 2004 266   349    97   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 267   350    98   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 268   351    99   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 269   352   100   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 270   353   101   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 271   354   102   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 272   355   103   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 273   356   104   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 274   357   105   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 275   358   106   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 276   359   107   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 277   360   108   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 278   361   109   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 279   362   110   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 280   363   111   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 281   364   112   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 282   365   113   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 283   366   114   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 284   367   115   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 285   368   116   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 286   369   117   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 287   370   118   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 288   371   119   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 289   372   120   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 290   373   121   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 291   374   122   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 292   375   123   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 293   376   124   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 294   377   125   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   3        : N0 P90                    MZCER045 GHWA0401    3              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  3   : N0 P90                    MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 169   252     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 170   253     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 171   254     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 172   255     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 173   256     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 174   257     5    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.20    0.00    0.00
 2004 175   258     6    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.11    0.00    0.00
 2004 176   259     7    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.94    0.00    0.00
 2004 177   260     8    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.74    0.00    0.00
 2004 178   261     9    0.9    0.0    0.9   0.00   3.68    0.0    0.5    0.4    3.7   3.68   1.63    0.00    0.00
 2004 179   262    10    1.0    0.0    1.0   0.00   3.35    0.1    0.7    0.3    3.3   3.35   1.26    0.00    0.00
 2004 180   263    11    1.3    0.0    1.3   0.00   3.41    0.4    1.0    0.3    3.4   3.41   1.16    0.00    0.00
 2004 181   264    12    1.6    0.0    1.6   0.00   3.46    0.8    1.3    0.3    3.5   3.46   1.25    0.00    0.00
 2004 182   265    13    2.0    0.0    2.0   0.00   3.14    1.1    1.6    0.3    3.1   3.14   1.17    0.00    0.00
 2004 183   266    14    2.6    0.0    2.6   0.00   3.14    1.9    2.2    0.3    3.1   3.14   1.33    0.00    0.01
 2004 184   267    15    3.3    0.0    3.3   0.00   3.16    2.7    3.0    0.3    3.2   3.16   1.23    0.00    0.01
 2004 185   268    16    4.3    0.0    4.3   0.00   3.55    3.6    3.9    0.4    3.6   3.55   1.14    0.00    0.01
 2004 186   269    17    4.8    0.0    4.8   0.00   3.01    4.2    4.5    0.3    3.0   3.01   1.23    0.00    0.01
 2004 187   270    18    6.1    0.0    6.1   0.00   2.94    5.6    5.8    0.3    2.9   2.94   1.21    0.00    0.01
 2004 188   271    19    7.1    0.0    7.1   0.00   2.61    6.7    6.8    0.3    2.6   2.61   1.12    0.00    0.02
 2004 189   272    20    7.9    0.0    7.9   0.00   2.69    7.7    7.6    0.3    2.7   2.69   0.94    0.00    0.02
 2004 190   273    21    8.7    0.0    8.7   0.00   2.61    8.6    8.4    0.3    2.6   2.61   0.91    0.00    0.03
 2004 191   274    22    9.2    0.0    9.2   0.00   2.41    9.2    9.0    0.2    2.4   2.41   0.81    0.00    0.03
 2004 192   275    23   10.0    0.0   10.0   0.00   2.34   10.1    9.8    0.2    2.3   2.34   0.78    0.00    0.04
 2004 193   276    24   10.6    0.0   10.6   0.00   2.24   10.8   10.4    0.2    2.2   2.24   0.73    0.00    0.04
 2004 194   277    25   11.0    0.0   11.0   0.00   2.08   11.2   10.8    0.2    2.1   2.08   0.67    0.00    0.05
 2004 195   278    26   11.3    0.0   11.3   0.00   1.93   11.6   11.1    0.2    1.9   1.93   0.56    0.00    0.05
 2004 196   279    27   11.4    0.0   11.4   0.00   1.81   11.8   11.2    0.3    1.8   1.81   0.53    0.00    0.06
 2004 197   280    28   11.5    0.0   11.5   0.00   1.70   11.9   11.2    0.3    1.7   1.70   0.47    0.00    0.07
 2004 198   281    29   11.7    0.0   11.7   0.00   1.60   12.1   11.3    0.4    1.6   1.60   0.44    0.00    0.07
 2004 199   282    30   11.8    0.0   11.8   0.00   1.54   12.2   11.3    0.5    1.5   1.54   0.43    0.00    0.08
 2004 200   283    31   11.9    0.0   11.9   0.00   1.46   12.3   11.3    0.5    1.5   1.46   0.41    0.00    0.09
 2004 201   284    32   11.9    0.0   11.9   0.00   1.38   12.4   11.2    0.7    1.4   1.38   0.37    0.00    0.10
 2004 202   285    33   12.0    0.0   12.0   0.00   1.33   12.5   11.2    0.8    1.3   1.33   0.36    0.00    0.10
 2004 203   286    34   12.2    0.0   12.2   0.00   1.29   12.7   11.2    0.9    1.3   1.29   0.37    0.00    0.11
 2004 204   287    35   12.2    0.0   12.2   0.00   1.24   12.7   11.1    1.1    1.2   1.24   0.35    0.00    0.12
 2004 205   288    36   12.3    0.0   12.3   0.00   1.19   12.8   11.0    1.2    1.2   1.19   0.33    0.00    0.13
 2004 206   289    37   12.4    0.0   12.4   0.00   1.15   12.9   11.0    1.4    1.2   1.15   0.33    0.00    0.13
 2004 207   290    38   12.4    0.0   12.4   0.00   1.11   13.0   10.8    1.6    1.1   1.11   0.32    0.00    0.14
 2004 208   291    39   12.5    0.0   12.5   0.00   1.07   13.1   10.7    1.8    1.1   1.07   0.31    0.00    0.15
 2004 209   292    40   12.6    0.0   12.6   0.00   1.03   13.2   10.6    2.0    1.0   1.03   0.31    0.00    0.16
 2004 210   293    41   12.7    0.0   12.7   0.00   1.00   13.3   10.5    2.2    1.0   1.00   0.31    0.00    0.16
 2004 211   294    42   12.7    0.0   12.7   0.00   0.96   13.4   10.3    2.4    1.0   0.96   0.31    0.00    0.17
 2004 212   295    43   12.8    0.0   12.8   0.00   0.93   13.5   10.2    2.6    0.9   0.93   0.31    0.00    0.18
 2004 213   296    44   12.9    0.0   12.9   0.00   0.90   13.6   10.1    2.8    0.9   0.90   0.31    0.00    0.19
 2004 214   297    45   13.0    0.0   13.0   0.00   0.87   13.7   10.0    3.0    0.9   0.87   0.31    0.00    0.20
 2004 215   298    46   13.1    0.0   13.1   0.00   0.85   13.9    9.9    3.2    0.9   0.85   0.31    0.00    0.20
 2004 216   299    47   13.2    0.0   13.2   0.00   0.83   14.0    9.8    3.4    0.8   0.83   0.31    0.00    0.21
 2004 217   300    48   13.5    0.0   13.5   0.00   0.83   14.3    9.8    3.6    0.8   0.83   0.31    0.00    0.22
 2004 218   301    49   13.6    0.0   13.6   0.00   0.81   14.4    9.8    3.8    0.8   0.81   0.31    0.00    0.23
 2004 219   302    50   13.6    0.0   13.6   0.00   0.80   14.4    9.6    4.0    0.8   0.80   0.31    0.00    0.24
 2004 220   303    51   13.6    0.0   13.6   0.00   0.78   14.4    9.5    4.1    0.8   0.78   0.31    0.00    0.25
 2004 221   304    52   13.6    0.0   13.6   0.00   0.77   14.5    9.4    4.2    0.8   0.77   0.31    0.00    0.26
 2004 222   305    53   13.6    0.0   13.6   0.00   0.75   14.5    9.3    4.3    0.8   0.75   0.31    0.00    0.26
 2004 223   306    54   13.6    0.0   13.6   0.00   0.74   14.5    9.3    4.3    0.7   0.74   0.31    0.00    0.26
 2004 224   307    55   13.6    0.0   13.6   0.00   0.74   14.5    9.2    4.4    0.7   0.74   0.31    0.00    0.26
 2004 225   308    56   13.6    0.0   13.6   0.00   0.73   14.5    9.2    4.4    0.7   0.73   0.31    0.00    0.26
 2004 226   309    57   13.7    0.0   13.7   0.00   0.72   14.6    9.0    4.7    0.7   0.72   0.31    0.00    0.26
 2004 227   310    58   13.7    0.0   13.7   0.00   0.71   14.6    8.8    4.9    0.7   0.71   0.31    0.00    0.26
 2004 228   311    59   13.7    0.0   13.7   0.00   0.70   14.6    8.5    5.2    0.7   0.70   0.31    0.00    0.26
 2004 229   312    60   13.7    0.0   13.7   0.00   0.69   14.6    8.3    5.4    0.7   0.69   0.31    0.00    0.26
 2004 230   313    61   13.7    0.0   13.7   0.00   0.69   14.6    8.1    5.6    0.7   0.69   0.31    0.00    0.26
 2004 231   314    62   13.7    0.0   13.7   0.00   0.69   14.6    7.9    5.7    0.7   0.69   0.31    0.00    0.26
 2004 232   315    63   13.7    0.0   13.7   0.00   0.68   14.6    7.7    6.0    0.7   0.68   0.31    0.00    0.26
 2004 233   316    64   13.7    0.0   13.7   0.00   0.68   14.6    7.6    6.2    0.7   0.68   0.31    0.00    0.27
 2004 234   317    65   13.7    0.0   13.7   0.00   0.69   14.6    7.4    6.3    0.7   0.69   0.32    0.00    0.28
 2004 235   318    66   13.8    0.0   13.8   0.00   0.69   14.7    7.3    6.5    0.7   0.69   0.32    0.00    0.29
 2004 236   319    67   13.8    0.2   13.6   0.63   0.69   14.7    7.2    6.4    0.7   0.69   0.32    0.00    0.29
 2004 237   320    68   13.8    0.3   13.5   0.63   0.68   14.7    7.1    6.4    0.7   0.68   0.32    0.00    0.29
 2004 238   321    69   13.8    0.4   13.4   0.63   0.67   14.7    7.1    6.3    0.7   0.67   0.32    0.00    0.29
 2004 239   322    70   13.8    0.4   13.4   0.63   0.67   14.7    7.1    6.3    0.7   0.67   0.31    0.00    0.29
 2004 240   323    71   13.8    0.5   13.3   0.63   0.67   14.7    7.0    6.3    0.7   0.67   0.31    0.00    0.29
 2004 241   324    72   13.8    0.6   13.2   0.64   0.66   14.7    7.0    6.2    0.7   0.66   0.31    0.00    0.29
 2004 242   325    73   13.8    0.7   13.1   0.64   0.66   14.7    6.9    6.2    0.7   0.66   0.31    0.00    0.29
 2004 243   326    74   13.8    0.7   13.1   0.64   0.66   14.8    6.9    6.2    0.7   0.66   0.31    0.00    0.30
 2004 244   327    75   13.9    0.8   13.0   0.64   0.65   14.8    6.9    6.1    0.7   0.65   0.31    0.00    0.31
 2004 245   328    76   13.9    0.9   13.0   0.64   0.65   14.8    6.9    6.1    0.7   0.65   0.31    0.00    0.31
 2004 246   329    77   13.9    1.0   12.9   0.64   0.65   14.8    6.8    6.1    0.6   0.65   0.31    0.00    0.32
 2004 247   330    78   13.9    1.1   12.8   0.64   0.64   14.8    6.8    6.0    0.6   0.64   0.31    0.00    0.32
 2004 248   331    79   13.9    1.1   12.8   0.65   0.64   14.8    6.7    6.0    0.6   0.64   0.31    0.00    0.32
 2004 249   332    80   13.9    1.2   12.7   0.65   0.64   14.8    6.7    6.0    0.6   0.64   0.31    0.00    0.32
 2004 250   333    81   13.9    1.3   12.6   0.65   0.63   14.8    6.7    5.9    0.6   0.63   0.31    0.00    0.32
 2004 251   334    82   13.9    1.4   12.5   0.65   0.63   14.8    6.6    5.9    0.6   0.63   0.31    0.00    0.32
 2004 252   335    83   13.9    1.4   12.4   0.65   0.62   14.9    6.6    5.9    0.6   0.62   0.31    0.00    0.32
 2004 253   336    84   13.9    1.5   12.4   0.65   0.62   14.9    6.6    5.8    0.6   0.62   0.31    0.00    0.33
 2004 254   337    85   14.0    1.6   12.4   0.66   0.62   15.0    6.5    5.8    0.6   0.62   0.32    0.00    0.34
 2004 255   338    86   14.0    1.7   12.3   0.66   0.62   15.1    6.5    5.8    0.6   0.62   0.32    0.00    0.35
 2004 256   339    87   14.1    1.8   12.3   0.66   0.62   15.2    6.5    5.8    0.6   0.62   0.33    0.00    0.36
 2004 257   340    88   14.2    1.8   12.3   0.66   0.62   15.3    6.5    5.8    0.6   0.62   0.33    0.00    0.37
 2004 258   341    89   14.2    1.9   12.2   0.66   0.61   15.3    6.5    5.8    0.6   0.61   0.33    0.00    0.38
 2004 259   342    90   14.2    2.0   12.2   0.67   0.61   15.3    6.4    5.7    0.6   0.61   0.33    0.00    0.39
 2004 260   343    91   14.2    2.1   12.1   0.67   0.61   15.3    6.4    5.7    0.6   0.61   0.33    0.00    0.39
 2004 261   344    92   14.2    2.2   12.0   0.67   0.60   15.3    6.3    5.7    0.6   0.60   0.33    0.00    0.39
 2004 262   345    93   14.2    2.3   11.9   0.67   0.60   15.3    6.3    5.6    0.6   0.60   0.33    0.00    0.39
 2004 263   346    94   14.2    2.3   11.8   0.67   0.59   15.3    6.3    5.6    0.6   0.59   0.34    0.00    0.39
 2004 264   347    95   14.2    2.4   11.8   0.68   0.59   15.3    6.2    5.5    0.6   0.59   0.34    0.00    0.40
 2004 265   348    96   14.2    2.5   11.7   0.68   0.59   15.4    6.2    5.5    0.6   0.59   0.34    0.00    0.41
 2004 266   349    97   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 267   350    98   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 268   351    99   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 269   352   100   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 270   353   101   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 271   354   102   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 272   355   103   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 273   356   104   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 274   357   105   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 275   358   106   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 276   359   107   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 277   360   108   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 278   361   109   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 279   362   110   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 280   363   111   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 281   364   112   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 282   365   113   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 283   366   114   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 284   367   115   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 285   368   116   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 286   369   117   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 287   370   118   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 288   371   119   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 289   372   120   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 290   373   121   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 291   374   122   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 292   375   123   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 293   376   124   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41
 2004 294   377   125   14.2    2.6   11.6   0.68   0.58   15.4    6.1    5.5    0.6   0.58   0.34    0.00    0.41

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   4        : N60 P0                    MZCER045 GHWA0401    4              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  4   : N60 P0                    MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 169   252     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 170   253     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 171   254     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 172   255     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 173   256     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 174   257     5    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.20    0.00    0.00
 2004 175   258     6    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.11    0.00    0.00
 2004 176   259     7    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.94    0.00    0.00
 2004 177   260     8    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.74    0.00    0.00
 2004 178   261     9    0.9    0.0    0.9   0.00   3.68    0.0    0.5    0.4    3.7   3.68   1.63    0.00    0.00
 2004 179   262    10    1.0    0.0    1.0   0.00   3.35    0.1    0.7    0.3    3.3   3.35   1.26    0.00    0.00
 2004 180   263    11    1.3    0.0    1.3   0.00   3.41    0.4    1.0    0.3    3.4   3.41   1.16    0.00    0.00
 2004 181   264    12    1.6    0.0    1.6   0.00   3.55    0.8    1.3    0.4    3.5   3.55   1.28    0.00    0.00
 2004 182   265    13    1.9    0.0    1.9   0.00   3.53    1.1    1.5    0.4    3.5   3.53   1.23    0.00    0.00
 2004 183   266    14    2.2    0.0    2.2   0.00   3.42    1.5    1.9    0.3    3.4   3.42   1.42    0.00    0.01
 2004 184   267    15    2.6    0.0    2.6   0.00   3.48    1.9    2.3    0.3    3.5   3.48   1.31    0.00    0.01
 2004 185   268    16    3.1    0.0    3.1   0.00   3.62    2.3    2.7    0.4    3.6   3.62   1.16    0.00    0.01
 2004 186   269    17    3.4    0.0    3.4   0.00   3.42    2.7    3.0    0.3    3.4   3.42   1.34    0.00    0.01
 2004 187   270    18    3.9    0.0    3.9   0.00   3.39    3.3    3.6    0.3    3.4   3.39   1.27    0.00    0.01
 2004 188   271    19    4.5    0.0    4.5   0.00   3.37    4.0    4.1    0.3    3.4   3.37   1.40    0.00    0.02
 2004 189   272    20    5.1    0.0    5.1   0.00   3.63    4.8    4.8    0.4    3.6   3.63   1.55    0.00    0.02
 2004 190   273    21    5.5    0.0    5.5   0.00   3.45    5.0    5.1    0.3    3.5   3.45   1.22    0.00    0.02
 2004 191   274    22    6.1    0.0    6.1   0.00   3.28    5.7    5.7    0.3    3.3   3.28   1.30    0.00    0.03
 2004 192   275    23    8.4    0.0    8.4   0.00   4.18    8.1    8.0    0.4    4.2   4.18   1.25    0.00    0.03
 2004 193   276    24    9.3    0.0    9.3   0.00   4.06    8.9    8.8    0.4    4.1   4.06   1.14    0.00    0.03
 2004 194   277    25   10.3    0.0   10.3   0.00   4.01    9.9    9.9    0.4    4.0   4.01   1.16    0.00    0.04
 2004 195   278    26   11.6    0.0   11.6   0.00   4.09   11.6   11.1    0.5    4.1   4.09   1.55    0.00    0.04
 2004 196   279    27   11.6    0.0   11.6   0.00   3.84   11.6   11.1    0.5    3.8   3.84   1.53    0.00    0.04
 2004 197   280    28   12.8    0.0   12.8   0.00   3.90   12.8   12.3    0.6    3.9   3.90   1.35    0.00    0.04
 2004 198   281    29   13.9    0.0   13.9   0.00   3.89   13.7   13.2    0.7    3.9   3.89   1.22    0.00    0.05
 2004 199   282    30   13.9    0.0   13.9   0.00   3.73   13.7   13.1    0.7    3.7   3.73   1.21    0.00    0.05
 2004 200   283    31   14.8    0.0   14.8   0.00   3.70   14.6   13.8    0.9    3.7   3.70   1.17    0.00    0.05
 2004 201   284    32   16.4    0.0   16.4   0.00   3.78   16.3   15.2    1.2    3.8   3.78   1.22    0.00    0.06
 2004 202   285    33   16.4    0.0   16.4   0.00   3.62   16.3   15.1    1.4    3.6   3.62   1.21    0.00    0.06
 2004 203   286    34   16.4    0.0   16.4   0.00   3.51   16.3   14.9    1.5    3.5   3.51   1.20    0.00    0.06
 2004 204   287    35   17.5    0.0   17.5   0.00   3.49   17.4   15.6    1.9    3.5   3.49   1.19    0.00    0.06
 2004 205   288    36   18.8    0.0   18.8   0.00   3.51   18.8   16.5    2.4    3.5   3.51   1.22    0.00    0.07
 2004 206   289    37   18.8    0.0   18.8   0.00   3.41   18.8   16.3    2.5    3.4   3.41   1.21    0.00    0.07
 2004 207   290    38   19.3    0.0   19.3   0.00   3.31   19.2   16.4    2.9    3.3   3.31   1.19    0.00    0.07
 2004 208   291    39   19.7    0.0   19.7   0.00   3.23   19.6   16.4    3.2    3.2   3.23   1.18    0.00    0.08
 2004 209   292    40   19.7    0.0   19.7   0.00   3.12   19.6   16.2    3.5    3.1   3.12   1.17    0.00    0.08
 2004 210   293    41   20.0    0.0   20.0   0.00   3.05   20.0   16.2    3.8    3.1   3.05   1.16    0.00    0.08
 2004 211   294    42   20.9    0.0   20.9   0.00   3.03   20.9   16.5    4.4    3.0   3.03   1.18    0.00    0.09
 2004 212   295    43   20.9    0.0   20.9   0.00   2.93   20.9   16.3    4.6    2.9   2.93   1.15    0.00    0.09
