$GROWTH FACTOR OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         OCT 13, 2014; 10:45:28
                                                                                
*RUN   1        : DRYLAND  - 0 KG N/HA      CSCER045 KSAS8101    1              
 MODEL          : CSCER045 - Wheat                                              
 EXPERIMENT     : KSAS8101 WH                                                   
 DATA PATH      :                                                               
 TREATMENT  1   : DRYLAND  - 0 KG N/HA      CSCER045                            
  
!........DATES.......  TEMP STAGE  ...PHENOLOGY....  .......PHOTOSYNTHESIS.......  .....GROWTH.....  ..TILLERS. WATER STRESS DETERMINANTS N STRESS DETERMINANTS       
@YEAR DOY   DAS   DAP TMEAN  GSTD    DU VRNFD DYLFD  TFPD  WFPD  NFPD CO2FD RSFPD  TFGD  WFGD  NFGD  WFTD  NFTD WAVRD WUPRD  SWXD  EOPD  SNXD LN%RD SN%RD RN%RD      
 1982  65   151   141  -3.0  21.1   0.0  0.00  0.44  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  72.7   0.0 200.7  1.00  1.00  1.00
 1982  66   152   142  -3.0  21.1   0.0  0.00  0.44  1.00  0.00  0.00 -0.01  0.00  1.00  0.00  0.00  0.00  0.00 99.90 15.00  72.3   0.0 200.7  1.00  1.00  1.00
 1982  67   153   143   2.5  21.2   1.4  0.00  0.43  0.50  0.00  0.00 -0.01  0.00  0.75  0.00  0.00  0.00  0.00 99.90 15.00  71.9   0.0 200.7  1.00  1.00  1.00
 1982  68   154   144   1.4  21.2   0.8  0.00  0.43  0.72  0.00  0.00 -0.01  0.00  0.86  0.00  0.00  0.00  0.00 99.90 15.00  71.6   0.0 200.7  1.00  1.00  1.00
 1982  69   155   145  11.1  21.3   6.4  0.00  0.42  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  71.8   0.0 200.7  1.00  1.00  1.00
 1982  70   156   146  10.0  21.4   5.8  0.00  0.42  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  72.1   0.0 200.7  1.00  1.00  1.00
 1982  71   157   147  12.8  21.5   7.5  0.00  0.42  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  72.6   0.0 200.8  1.00  1.00  1.00
 1982  72   158   148   8.0  21.5   4.7  0.00  0.41  0.00  0.00  0.00 -0.01  0.00  0.20  0.00  0.00  0.00  0.00 99.90 14.10  72.8   0.0 201.0  1.00  1.00  1.00
 1982  73   159   149   7.8  21.6   4.6  0.00  0.41  0.00  0.00  0.00 -0.01  0.00  0.22  0.00  0.00  0.00  0.00 99.90 15.00  73.0   0.0 201.3  1.00  1.00  1.00
 1982  74   160   150  10.0  21.7   6.0  0.00  0.40  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  93.7   0.0 201.6  1.00  1.00  1.00
 1982  75   161   151  13.0  21.8   7.9  0.00  0.40  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  8.53  96.9   0.1 202.0  1.00  1.00  1.00
 1982  76   162   152  13.9  21.9   8.4  0.00  0.39  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  6.80  89.3   0.1 201.0  1.00  1.00  1.00
 1982  77   163   153   9.8  22.0   6.0  0.00  0.39  0.00  0.00  0.00 -0.01  0.00  0.02  0.00  0.00  0.00  0.00 99.90 15.00  88.8   0.0 192.5  1.00  1.00  1.00
 1982  78   164   154  16.1  22.1   9.9  0.00  0.39  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  5.24  98.9   0.1 192.3  1.00  1.00  1.00
 1982  79   165   155   8.3  22.2   5.1  0.00  0.38  0.00  0.00  0.00 -0.01  0.00  0.17  0.00  0.00  0.00  0.00 99.90  3.98  90.8   0.2 191.4  1.00  1.00  1.00
 1982  80   166   156   2.5  22.2   1.6  0.00  0.38  0.50  0.00  0.00 -0.01  0.00  0.75  0.00  0.00  0.00  0.00 99.90  4.25  87.6   0.2 184.8  1.00  1.00  1.00
 1982  81   167   157   3.9  22.3   2.4  0.00  0.37  0.22  0.00  0.00 -0.01  0.00  0.61  0.00  0.00  0.00  0.00 99.90  3.77  84.7   0.2 184.6  1.00  1.00  1.00
 1982  82   168   158   7.8  22.3   4.9  0.00  0.37  0.00  0.00  0.00 -0.01  0.00  0.22  0.00  0.00  0.00  0.00 99.90  6.81  84.1   0.1 185.0  1.00  1.00  1.00
 1982  83   169   159   6.6  22.4   4.2  0.00  0.36  0.00  0.00  0.00 -0.01  0.00  0.34  0.00  0.00  0.00  0.00 99.90  4.17  83.4   0.2 185.3  1.00  1.00  1.00
 1982  84   170   160   3.9  22.4   2.5  0.00  0.36  0.23  0.00  0.00 -0.01  0.00  0.62  0.00  0.00  0.00  0.00 99.90  3.58  86.7   0.3 185.2  1.00  1.00  1.00
 1982  85   171   161   3.0  22.5   2.0  0.00  0.35  0.39  0.00  0.00 -0.01  0.00  0.69  0.00  0.00  0.00  0.00 99.90  3.64  85.5   0.3 185.2  1.00  1.00  1.00
 1982  86   172   162   5.6  22.5   3.6  0.00  0.35  0.00  0.00  0.00 -0.01  0.00  0.44  0.00  0.00  0.00  0.00 99.90  4.44  84.6   0.3 185.3  1.00  1.00  1.00
 1982  87   173   163   6.9  22.6   4.5  0.00  0.35  0.00  0.00  0.00 -0.01  0.00  0.31  0.00  0.00  0.00  0.00 99.90  6.09  83.9   0.2 185.2  1.00  1.00  1.00
 1982  88   174   164  10.3  22.7   6.8  0.00  0.34  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  8.31  83.4   0.2 185.0  1.00  1.00  1.00
 1982  89   175   165  15.0  22.9   9.9  0.00  0.34  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  2.89  84.3   0.5 184.5  0.98  0.99  0.99
 1982  90   176   166  10.9  23.0   7.2  0.00  0.33  0.00  0.00  0.02 -0.01  0.00  0.00  0.00  0.02  0.00  0.02 99.90  2.32  83.4   0.7 183.6  0.99  1.00  0.99
 1982  91   177   167  13.9  23.2   9.3  0.00  0.33  0.00  0.00  0.02 -0.01  0.00  0.00  0.00  0.02  0.00  0.02 99.90  2.27  82.5   0.8 182.7  0.96  0.97  0.97
 1982  92   178   168  17.0  23.4  11.4  0.00  0.33  0.00  0.00  0.05 -0.01  0.00  0.00  0.00  0.05  0.00  0.05 99.90  2.59  81.9   0.8 181.7  0.92  0.94  0.95
 1982  93   179   169   7.5  23.5   5.1  0.00  0.32  0.00  0.00  0.09 -0.01  0.00  0.25  0.00  0.09  0.00  0.09 81.73  2.28  80.7   1.0 180.8  0.93  0.96  0.96
 1982  94   180   170   5.2  23.6   3.6  0.00  0.32  0.00  0.00  0.08 -0.01  0.00  0.48  0.00  0.08  0.00  0.08 99.90  3.11  79.7   0.7 180.5  0.94  0.97  0.97
 1982  95   181   171   3.6  23.7   2.5  0.00  0.31  0.28  0.00  0.07 -0.01  0.00  0.64  0.00  0.07  0.00  0.07 99.90  6.82  85.3   0.4 180.5  0.94  0.97  0.98
 1982  96   182   172  -0.8  23.7   0.0  0.00  0.31  1.00  0.00  0.07 -0.01  0.00  1.00  0.00  0.07  0.00  0.07 99.90  4.81  83.7   0.6 180.7  0.94  0.97  0.98
 1982  97   183   173   3.0  23.8   2.1  0.00  0.31  0.39  0.00  0.06 -0.01  0.00  0.69  0.00  0.06  0.00  0.06 99.90 15.00  83.2   0.2 181.1  0.95  0.98  0.98
 1982  98   184   174   4.4  23.9   3.1  0.00  0.30  0.12  0.00  0.06 -0.01  0.00  0.56  0.00  0.06  0.00  0.06 99.90  6.07  82.8   0.5 181.1  0.95  0.99  0.99
 1982  99   185   175   4.1  24.0   2.9  0.00  0.30  0.17  0.00  0.05 -0.01  0.00  0.59  0.00  0.05  0.00  0.05 75.43  2.80  81.1   1.1 180.9  0.96  0.99  0.99
 1982 100   186   176   8.7  24.2   6.1  0.00  0.29  0.00  0.00  0.05 -0.01  0.00  0.13  0.00  0.05  0.00  0.05 67.92  2.83  79.5   1.2 180.5  0.97  1.00  0.99
 1982 101   187   177  13.6  24.5   9.7  0.00  0.29  0.00  0.00  0.04 -0.01  0.00  0.00  0.00  0.04  0.00  0.04 58.85  2.76  78.2   1.3 179.5  0.98  1.00  1.00
 1982 102   188   178  20.2  25.0  14.5  0.00  0.29  0.00  0.00  0.03 -0.01  0.00  0.02  0.00  0.03  0.00  0.03 43.03  2.26  76.7   1.8 177.7  0.94  0.97  0.98
 1982 103   189   179  16.1  25.4  11.6  0.00  0.28  0.00  0.00  0.07 -0.01  0.00  0.00  0.00  0.07  0.00  0.07 41.06  2.30  75.1   1.8 176.0  0.92  0.96  0.96
 1982 104   190   180  21.1  25.9  15.3  0.00  0.28  0.00  0.00  0.09 -0.01  0.00  0.08  0.00  0.09  0.00  0.09 33.17  1.89  73.4   2.2 174.4  0.90  0.94  0.94
 1982 105   191   181  24.2  26.6  17.6  0.00  0.27  0.00  0.00  0.12 -0.01  0.00  0.28  0.00  0.12  0.00  0.12 40.01  2.49  72.2   1.8 173.0  0.89  0.95  0.93
 1982 106   192   182  18.4  27.0  13.4  0.00  0.27  0.00  0.00  0.12 -0.01  0.00  0.00  0.00  0.12  0.00  0.12 88.10  5.80  71.8   0.8 171.7  0.89  0.97  0.93
 1982 107   193   183  10.0  27.3   7.3  0.00  0.27  0.00  0.00  0.12 -0.01  0.00  0.00  0.00  0.12  0.00  0.12 30.35  2.11  69.6   2.3 170.5  0.90  0.97  0.92
 1982 108   194   184  12.2  27.7   9.0  0.00  0.26  0.00  0.00  0.12 -0.01  0.00  0.00  0.00  0.12  0.00  0.12 28.22  2.05  67.4   2.4 169.3  0.89  0.97  0.91
 1982 109   195   185  15.3  28.1  11.3  0.00  0.26  0.00  0.00  0.12 -0.01  0.00  0.00  0.00  0.12  0.00  0.12 27.06  1.80  68.0   2.5 168.1  0.88  0.95  0.90
 1982 110   196   186   6.7  28.1   6.6  0.00  0.00  0.00  0.00  0.14 -0.01  0.00  0.33  0.00  0.14  0.00  0.14 29.23  2.66  65.5   2.2 166.9  0.89  0.96  0.91
 1982 111   197   187   7.0  28.1   7.0  0.00  0.00  0.00  0.00  0.12 -0.01  0.00  0.30  0.00  0.12  0.00  0.12 29.81  2.36  63.3   2.1 166.1  0.91  0.97  0.93
 1982 112   198   188   8.6  28.1   8.6  0.00  0.00  0.00  0.00  0.11 -0.01  0.00  0.14  0.00  0.11  0.00  0.11 23.13  1.94  60.6   2.6 165.1  0.92  0.97  0.93
 1982 113   199   189  11.7  28.1  11.7  0.00  0.00  0.00  0.00  0.10 -0.01  0.00  0.00  0.00  0.10  0.00  0.10 23.37  2.13  58.3   2.5 163.8  0.91  0.95  0.92
 1982 114   200   190  16.4  28.1  16.4  0.00  0.00  0.00  0.00  0.10 -0.01  0.00  0.00  0.00  0.10  0.00  0.10 23.03  2.26  56.3   2.4 162.6  0.89  0.90  0.91
 1982 115   201   191  13.1  28.1  13.1  0.00  0.00  0.00  0.00  0.13 -0.01  0.00  0.00  0.00  0.13  0.00  0.13 38.62  3.10  55.6   1.4 161.4  0.89  0.87  0.91
 1982 116   202   192  14.1  30.4  14.1  0.00  0.00  0.00  0.00  0.13 -0.01  0.00  0.00  0.06  0.13  0.00  0.13 16.27  1.22  52.7   3.2 160.3  0.87  0.83  0.90
 1982 117   203   193  10.6  30.9  10.6  0.00  0.00  0.00  0.00  0.15 -0.01  0.00  0.00  0.00  0.15  0.00  0.15 58.31  3.91  52.2   0.9 159.3  0.88  0.84  0.90
 1982 118   204   194   8.4  31.3   8.4  0.00  0.00  0.00  0.00  0.14 -0.01  0.00  0.16  0.00  0.14  0.00  0.14 99.90 15.00  55.9   0.2 158.3  0.89  0.85  0.91
 1982 119   205   195  10.0  31.8  10.0  0.00  0.00  0.00  0.00  0.13 -0.01  0.00  0.00  0.00  0.13  0.00  0.13 88.70  7.45  71.2   0.8 158.0  0.91  0.88  0.92
 1982 120   206   196  13.9  32.4  13.9  0.00  0.00  0.00  0.00  0.11 -0.01  0.00  0.00  0.00  0.11  0.00  0.11 50.35  6.54  70.2   1.4 156.5  0.93  0.90  0.93
 1982 121   207   197  16.1  33.2  16.1  0.00  0.00  0.00  0.00  0.08 -0.01  0.00  0.00  0.00  0.08  0.00  0.08 34.82  4.74  68.1   2.0 154.5  0.95  0.93  0.94
 1982 122   208   198  18.0  34.0  18.0  0.00  0.00  0.00  0.00  0.06 -0.01  0.00  0.00  0.00  0.06  0.00  0.06 24.72  3.59  65.4   2.6 152.2  0.97  0.96  0.95
 1982 123   209   199  22.0  35.1  22.0  0.00  0.00  0.00  0.00  0.03 -0.01  0.00  0.13  0.00  0.03  0.00  0.03 18.78  2.96  62.3   3.3 149.4  0.99  0.95  0.95
 1982 124   210   200  24.5  36.2  24.5  0.00  0.00  0.00  0.00  0.02 -0.01  0.00  0.30  0.00  0.02  0.00  0.02 14.24  2.48  58.7   4.1 147.2  1.00  0.95  0.94
 1982 125   211   201  18.0  37.1  18.0  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 67.85  9.62  58.4   0.9 145.6  1.00  0.97  0.95
 1982 126   212   202  10.9  37.6  10.9  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 45.76  4.20  88.8   1.9 144.8  1.00  0.98  0.96
 1982 127   213   203  14.4  38.2  14.4  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 21.35  3.52  87.6   4.1 144.3  1.00  0.99  0.96
 1982 128   214   204  20.5  39.2  20.5  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.04  0.00  0.00  0.00  0.00 17.25  3.17  82.6   4.8 142.9  1.00  1.00  0.97
 1982 129   215   205  22.5  40.3  22.5  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.17  0.00  0.00  0.00  0.00 17.31  3.50  78.2   4.5 141.0  1.00  1.00  0.98
 1982 130   216   206  22.5  41.5  22.5  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.17  0.00  0.00  0.00  0.00 22.52  4.79  75.2   3.3 139.7  1.00  1.00  0.99
 1982 131   217   207  22.0  42.6  22.0  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.13  0.00  0.00  0.00  0.00 17.63  3.91  72.4   4.1 140.3  1.00  1.00  0.99
 1982 132   218   208  18.9  43.6  18.9  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 56.40  9.18  98.3   1.7 140.8  1.00  1.00  1.00
 1982 133   219   209  20.0  44.7  20.0  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 51.61  8.78  97.2   1.9 141.4  1.00  1.00  1.00
 1982 134   220   210  17.8  45.6  17.8  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 50.00  8.60  96.4   1.9 142.1  1.00  1.00  1.00
 1982 135   221   211  17.8  46.5  17.8  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 23.34  3.75 103.7   4.4 142.8  1.00  1.00  1.00
 1982 136   222   212  19.5  47.6  19.5  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 53.69  8.75 104.1   1.9 143.5  1.00  1.00  1.00
 1982 137   223   213  19.5  48.6  19.5  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 37.97  6.08 106.3   2.8 144.2  1.00  1.00  1.00
 1982 138   224   214  20.3  49.7  20.3  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.02  0.00  0.00  0.00  0.00 23.74  3.93 103.6   4.4 144.8  1.00  1.00  1.00
 1982 139   225   215  23.6  53.4  23.6  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.24  0.00  0.00  0.00  0.00 23.07  4.05  99.3   4.3 145.4  1.00  1.00  1.00
 1982 140   226   216  21.1  57.6  21.1  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.07  0.00  0.00  0.00  0.00 40.03  7.27  97.1   2.4 146.1  1.00  1.00  1.00
 1982 141   227   217  18.0  63.1  18.0  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 35.02  5.26 117.7   3.4 146.7  1.00  1.00  1.00
 1982 142   228   218  16.1  70.2  16.1  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 44.46  7.44 115.6   2.6 147.3  1.00  1.00  1.00
 1982 143   229   219  18.0  71.6  18.0  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 30.07  5.21 111.6   3.7 148.0  1.00  1.00  1.00
 1982 144   230   220  18.7  73.0  18.7  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 75.33 13.15 110.5   1.5 148.7  1.00  1.00  1.00
 1982 145   231   221  20.0  74.5  20.0  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 56.28  8.58 125.8   2.2 149.3  1.00  1.00  1.00
 1982 146   232   222  16.4  75.8  16.4  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 37.82  4.95 145.3   3.8 149.8  1.00  1.00  1.00
 1982 147   233   223  18.4  77.2  18.4  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 32.05  4.36 143.9   4.5 149.5  1.00  1.00  1.00
 1982 148   234   224  23.3  79.0  23.3  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.22  0.00  0.00  0.00  0.00 50.30  7.26 135.2   2.7 147.8  1.00  1.00  1.00
 1982 149   235   225  21.4  80.2  21.4  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.09  0.00  0.00  0.00  0.00 40.79  5.12 154.7   3.8 140.7  1.00  1.00  1.00
 1982 150   236   226  20.5  80.6  20.5  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.04  0.00  0.00  0.00  0.00 51.89  6.78 148.1   2.9 138.0  1.00  1.00  1.00
 1982 151   237   227  17.8  80.9  17.8  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 70.66  8.87 153.6   2.2 132.8  1.00  1.00  1.00
 1982 152   238   228  12.8  81.2  12.8  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 35.44  4.89 139.1   3.9 126.4  1.00  1.00  1.00
 1982 153   239   229  15.2  81.5  15.2  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 89.48 12.44 137.6   1.5 114.7  1.00  1.00  1.00
 1982 154   240   230  15.0  81.8  15.0  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00 137.9   1.1 112.1  1.00  1.00  1.00
 1982 155   241   231  17.0  82.1  17.0  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 65.19  8.92 138.1   2.1 110.8  1.00  1.00  1.00
 1982 156   242   232  17.8  82.5  17.8  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 41.72  5.83 134.5   3.2 109.0  1.00  1.00  1.00
 1982 157   243   233  25.5  83.0  25.5  0.00  0.00  0.05  0.00  0.00 -0.01  0.00  0.37  0.00  0.00  0.00  0.00 40.02  5.71 131.2   3.3 107.1  1.00  1.00  0.95
 1982 158   244   234  20.2  83.4  20.2  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.02  0.00  0.00  0.00  0.00 34.26  4.59 139.2   4.1 104.6  1.00  1.00  0.92
 1982 159   245   235  25.8  83.9  25.8  0.00  0.00  0.08  0.00  0.00 -0.01  0.00  0.39  0.00  0.00  0.00  0.00 37.55  5.16 135.4   3.6 102.7  0.99  1.00  0.88
 1982 160   246   236  22.8  84.4  22.8  0.00  0.00  0.00  0.00  0.02 -0.01  0.00  0.18  0.00  0.02  0.00  0.02 36.99  4.59 149.2   4.0 100.8  0.95  1.00  0.85
 1982 161   247   237  16.4  84.7  16.4  0.00  0.00  0.00  0.00  0.07 -0.01  0.00  0.00  0.00  0.07  0.00  0.07 35.17  4.56 142.2   4.0  99.7  0.97  1.00  0.85
 1982 162   248   238  18.0  85.1  18.0  0.00  0.00  0.00  0.00  0.04 -0.01  0.00  0.00  0.00  0.04  0.00  0.04 90.18 11.80 140.6   1.6  96.9  0.99  1.00  0.86
 1982 163   249   239  19.8  85.5  19.8  0.00  0.00  0.00  0.00  0.01 -0.01  0.00  0.00  0.00  0.01  0.00  0.01 49.66  6.59 137.8   2.8  96.1  1.00  1.00  0.87
 1982 164   250   240  20.9  85.9  20.9  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.06  0.00  0.00  0.00  0.00 82.07 10.97 136.3   1.7  95.2  1.00  1.00  0.88
 1982 165   251   241  23.9  86.4  23.9  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.26  0.00  0.00  0.00  0.00 99.90 15.00 136.3   0.9  94.7  1.00  1.00  0.88
 1982 166   252   242  22.5  86.8  22.5  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.17  0.00  0.00  0.00  0.00 99.90 15.00 154.3   0.0  94.0  0.00  1.00  0.89
 1982 167   253   243  18.6  87.2  18.6  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00 149.6   0.0  93.7  0.00  0.99  0.87
 1982 168   254   244  21.1  87.6  21.1  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.07  0.00  0.00  0.00  0.00 99.90 15.00 144.1   0.0  92.6  0.00  0.99  0.84
 1982 169   255   245  21.1  88.0  21.1  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.07  0.00  0.00  0.00  0.00 99.90 15.00 144.1   0.0  91.0  0.00  0.99  0.83
 1982 170   256   246  19.2  88.4  19.2  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00 143.2   0.0  90.6  0.00  0.99  0.81
 1982 171   257   247  22.8  88.9  22.8  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.18  0.00  0.00  0.00  0.00 99.90 15.00 142.4   0.0  89.7  0.00  1.00  0.80
 1982 172   258   248  22.2  89.3  22.2  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.15  0.00  0.00  0.00  0.00 99.90 15.00 141.7   0.0  89.2  0.00  1.00  0.79
 1982 173   259   249  20.8  89.7  20.8  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.06  0.00  0.00  0.00  0.00 99.90 15.00 152.7   0.0  88.2  0.00  1.00  0.79
 1982 174   260   250  21.7  90.4  21.7  0.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.11  0.00  0.00  0.00  0.00 99.90 15.00 149.7   0.0  87.9  0.00  1.00  0.78

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         OCT 13, 2014; 10:45:28
                                                                                
*RUN   3        : DRYLAND  - 180 KG N/HA SP CSCER045 KSAS8101    3              
 MODEL          : CSCER045 - Wheat                                              
 EXPERIMENT     : KSAS8101 WH                                                   
 DATA PATH      :                                                               
 TREATMENT  3   : DRYLAND  - 180 KG N/HA SP CSCER045                            
  
!........DATES.......  TEMP STAGE  ...PHENOLOGY....  .......PHOTOSYNTHESIS.......  .....GROWTH.....  ..TILLERS. WATER STRESS DETERMINANTS N STRESS DETERMINANTS       
@YEAR DOY   DAS   DAP TMEAN  GSTD    DU VRNFD DYLFD  TFPD  WFPD  NFPD CO2FD RSFPD  TFGD  WFGD  NFGD  WFTD  NFTD WAVRD WUPRD  SWXD  EOPD  SNXD LN%RD SN%RD RN%RD      
 1981 289    10     0  12.8   0.0  12.8  1.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  1.00   7.4   0.0 180.6  0.00  0.00  0.00
 1981 290    11     1  16.1   5.6   0.0  1.00  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  1.00   8.7   0.0 271.1  0.00  0.00  0.00
 1981 291    12     2   9.4   6.5   0.0  0.98  0.00  0.00  0.00  0.00 -0.01  0.00  0.06  0.00  0.00  0.00  0.00 99.90  1.00   9.9   0.0 271.7  0.00  0.00  1.00
 1981 292    13     3  12.2   7.8   0.2  0.98  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  1.00  11.8   0.0 272.3  0.00  0.00  1.00
 1981 293    14     4  17.5   9.7   0.4  0.98  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  1.00  14.9   0.0 272.9  0.00  0.00  1.00
 1981 294    15     5  11.7  10.0   0.3  0.97  0.00  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  1.00  16.8   0.0 273.5  0.00  0.00  1.00
 1981 295    16     6   6.2  10.1   0.1  0.95  0.50  0.00  0.00  0.00 -0.01  0.00  0.38  0.00  0.00  0.00  0.00 99.90  1.00  17.4   0.0 274.2  1.00  0.00  1.00
 1981 296    17     7   1.9  10.1   0.1  0.92  0.50  0.61  0.00  0.00 -0.01  0.00  0.81  0.00  0.00  0.00  0.00 99.90 15.00  17.1   0.0 274.8  0.99  0.00  1.00
 1981 297    18     8   6.1  10.2   0.2  0.90  0.51  0.00  0.00  0.01 -0.01  0.00  0.39  0.00  0.01  0.00  0.01 99.90 15.00  17.8   0.0 275.4  0.99  0.00  1.00
 1981 298    19     9   8.4  10.3   0.4  0.88  0.51  0.00  0.00  0.01 -0.01  0.00  0.16  0.00  0.01  0.00  0.01 99.90 15.00  21.5   0.0 276.0  0.99  0.00  1.00
 1981 299    20    10   7.8  10.4   0.4  0.86  0.52  0.00  0.00  0.01 -0.01  0.00  0.22  0.00  0.01  0.00  0.01 99.90 14.83  22.8   0.0 276.4  0.99  0.00  1.00
 1981 300    21    11  13.7  10.6   0.9  0.86  0.52  0.00  0.00  0.01 -0.01  0.00  0.00  0.00  0.01  0.00  0.01 99.90  9.83  24.4   0.0 276.7  1.00  0.10  1.00
 1981 301    22    12  16.2  10.8   1.1  0.86  0.53  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  7.11  26.4   0.0 277.0  1.00  0.25  1.00
 1981 302    23    13  17.5  11.0   1.2  0.86  0.53  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90  5.31  28.7   0.0 277.3  1.00  0.37  1.00
 1981 303    24    14  16.1  11.2   1.1  0.86  0.53  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  30.9   0.0 277.7  1.00  0.48  1.00
 1981 304    25    15  13.9  11.4   0.9  0.86  0.54  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  33.4   0.0 278.2  1.00  0.54  1.00
 1981 305    26    16  12.2  11.6   0.8  0.85  0.54  0.00  0.00  0.00 -0.01  0.00  0.00  0.00  0.00  0.00  0.00 99.90 15.00  51.4   0.0 278.8  1.00  0.59  1.00
