$GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         OCT 13, 2014; 10:45:28
                                                                                
*RUN   1        : DRYLAND  - 0 KG N/HA      CSCER045 KSAS8101    1              
 MODEL          : CSCER045 - Wheat                                              
 EXPERIMENT     : KSAS8101 WH                                                   
 DATA PATH      :                                                               
 TREATMENT  1   : DRYLAND  - 0 KG N/HA      CSCER045                            
  
@YEAR DOY   DAS   DAP TMEAN TKILL  GSTD  L#SD PARID PARUD  AWAD  LAID  SAID  CAID  TWAD SDWAD  RWAD  CWAD  LWAD  SWAD  HWAD  HIAD CHWAD  EWAD RSWAD SNWPD SNW0D SNW1D  RS%D  H#AD  HWUD  T#AD  SLAD  RDPD  PTFD  SWXD WAVRD WUPRD  WFTD  WFPD  WFGD  NFTD  NFPD  NFGD NUPRD  TFPD  TFGD VRNFD DYLFD
 1982  77   163   153   9.8 -20.0 21.99  7.08  0.05  2.72   1.3  0.06 0.007  0.06    65     9    26    30    19    11     0  0.00     0     0     1     0 60.17 35.89   4.8     0     0   484   297  0.72  0.77  88.8  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.02  0.00  0.39
 1982  78   164   154  16.1 -20.0 22.13  7.25  0.06  2.72  10.8  0.08 0.009  0.08    75     9    27    38    25    14     0  0.00     0     0     2     0 60.17 36.10   4.2     0     0   506   305  0.73  0.77  98.9  99.9  5.24  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.39
 1982  79   165   155   8.3 -20.0 22.20  7.34  0.08  2.72  18.0  0.10 0.011  0.11    91     9    30    52    33    20     0  0.00     0     0     6     0 60.17 36.32  10.7     0     0   518   298  0.74  0.77  90.8  99.9  3.98  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.17  0.00  0.38
 1982  80   166   156   2.5 -20.0 22.22  7.37  0.08  1.36  10.8  0.10 0.011  0.11   101     9    31    61    33    27     0  0.00     0     0    13     0 60.17 36.56  21.5     0     0   521   297  0.74  0.77  87.6  99.9  4.25  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.50  0.75  0.00  0.38
 1982  81   167   157   3.9 -20.0 22.25  7.41  0.08  2.12  18.7  0.10 0.012  0.12   118     9    33    75    35    40     0  0.00     0     0    25     0 60.17 36.80  33.7     0     0   527   297  0.74  0.77  84.7  99.9  3.77  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.22  0.61  0.00  0.37
 1982  82   168   158   7.8 -20.0 22.32  7.49  0.10  2.72  13.1  0.12 0.014  0.14   129     9    35    85    41    44     0  0.00     0     0    27     0 60.17 37.07  31.4     0     0   537   299  0.75  0.78  84.1  99.9  6.81  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.22  0.00  0.37
 1982  83   169   159   6.6 -20.0 22.37  7.56  0.11  2.72  23.0  0.14 0.015  0.15   150     9    37   103    45    58     0  0.00     0     0    38     0 60.17 37.34  37.0     0     0   546   299  0.75  0.78  83.4  99.9  4.17  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.34  0.00  0.36
 1982  84   170   160   3.9 -20.0 22.42  7.60  0.11  2.10  24.6  0.14 0.016  0.16   172     9    40   122    47    75     0  0.00     0     0    55     0 60.17 37.64  45.1     0     0   554   299  0.76  0.78  86.7  99.9  3.58  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.23  0.62  0.00  0.36
 1982  85   171   161   3.0 -20.0 22.46  7.63  0.11  1.66  20.2  0.14 0.016  0.16   190     9    43   138    48    90     0  0.00     0     0    69     0 60.17 37.97  50.3     0     0   560   299  0.76  0.78  85.5  99.9  3.64  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.39  0.69  0.00  0.35
 1982  86   172   162   5.6 -20.0 22.53  7.69  0.12  2.72  27.5  0.15 0.017  0.17   215     9    46   159    51   108     0  0.00     0     0    86     0 60.17 38.31  54.2     0     0   572   299  0.77  0.78  84.6  99.9  4.44  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.44  0.00  0.35
 1982  87   173   163   6.9 -20.0 22.62  7.76  0.13  2.72  20.9  0.17 0.019  0.19   233     9    49   175    56   119     0  0.00     0     0    95     0 60.17 38.68  54.4     0     0   586   299  0.77  0.78  83.9  99.9  6.09  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.31  0.00  0.35
 1982  88   174   164  10.3 -20.0 22.71  7.87  0.15  2.72  14.8  0.19 0.021  0.21   246     9    50   187    64   123     0  0.00     0     0    96     0 60.17 39.07  51.2     0     0   602   299  0.78  0.78  83.4  99.9  8.31  0.00  0.00  0.00  0.00  0.00  0.00   1.7  0.00  0.00  0.00  0.34
 1982  89   175   165  15.0 -20.0 22.90  8.03  0.18  2.72  39.6  0.24 0.026  0.27   282     9    55   218    80   138     0  0.00     0     0   104     0 60.17 39.47  47.8     0     0   632   300  0.79  0.78  84.3  99.9  2.89  0.00  0.00  0.00  0.00  0.00  0.00   0.9  0.00  0.00  0.00  0.34
 1982  90   176   166  10.9 -20.0 23.04  8.14  0.21  2.65  56.7  0.28 0.031  0.31   333     9    62   262    93   169     0  0.00     0     0   130     0 60.35 39.91  49.7     0     0   654   298  0.80  0.78  83.4  99.9  2.32  0.00  0.00  0.00  0.02  0.02  0.02   1.1  0.00  0.00  0.00  0.33
 1982  91   177   167  13.9 -20.0 23.21  8.29  0.25  2.68  60.8  0.33 0.037  0.37   388     9    70   309   113   196     0  0.00     0     0   149     0 60.35 40.41  48.3     0     0   682   296  0.81  0.78  82.5  99.9  2.27  0.00  0.00  0.00  0.02  0.02  0.02   0.8  0.00  0.00  0.00  0.33
 1982  92   178   168  17.0 -20.0 23.41  8.47  0.29  2.58  54.9  0.40 0.045  0.45   437     9    76   352   136   216     0  0.00     0     0   159     0 60.35 40.96  45.2     0     0   714   295  0.83  0.78  81.9  99.9  2.59  0.00  0.00  0.00  0.05  0.05  0.05   0.7  0.00  0.00  0.00  0.33
 1982  93   179   169   7.5 -20.0 23.50  8.55  0.30  2.47  82.9  0.42 0.047  0.47   512     9    87   416   144   272     0  0.00     0     0   212     0 60.35 41.58  51.1     0     0   728   293  0.83  0.77  80.7  81.7  2.28  0.00  0.00  0.00  0.09  0.09  0.09   1.7  0.00  0.25  0.00  0.32
 1982  94   180   170   5.2 -20.0 23.62  8.60  0.31  2.50  67.3  0.43 0.049  0.48   573     9    95   468   148   320     0  0.00     0     0   259     0 60.35 42.27  55.4     0     0   748   292  0.84  0.78  79.7  99.9  3.11  0.00  0.00  0.00  0.08  0.08  0.08   2.0  0.00  0.48  0.00  0.32
 1982  95   181   171   3.6 -20.0 23.70  8.64  0.31  1.82  24.9  0.44 0.049  0.49   595     9    98   487   150   337     0  0.00     0     0   276     0 60.35 43.04  56.6     0     0   762   292  0.84  0.78  85.3  99.9  6.82  0.00  0.00  0.00  0.07  0.07  0.07   2.0  0.28  0.64  0.00  0.31
 1982  96   182   172  -0.8 -20.0 23.70  8.64  0.31  0.00   0.0  0.44 0.049  0.49   594     9    97   487   151   337     0  0.00     0     0   276     0 60.35 43.82  56.6     0     0   762   292  0.84  0.78  83.7  99.9  4.81  0.00  0.00  0.00  0.07  0.07  0.07   2.0  1.00  1.00  0.00  0.31
 1982  97   183   173   3.0 -20.0 23.77  8.67  0.31  1.55  11.4  0.44 0.050  0.49   603     9    98   496   152   345     0  0.00     0     0   283     0 60.35 44.60  57.1     0     0   773   292  0.84  0.78  83.2  99.9 15.00  0.00  0.00  0.00  0.06  0.06  0.06   2.0  0.39  0.69  0.00  0.31
 1982  98   184   174   4.4 -20.0 23.88  8.72  0.32  2.25  39.6  0.45 0.050  0.50   639     9   102   527   155   373     0  0.00     0     0   310     0 60.35 45.38  58.8     0     0   790   291  0.85  0.78  82.8  99.9  6.07  0.00  0.00  0.00  0.06  0.06  0.06   2.0  0.12  0.56  0.00  0.30
 1982  99   185   175   4.1 -20.0 23.98  8.76  0.32  2.14  83.3  0.46 0.051  0.51   714     9   113   592   157   435     0  0.00     0     0   372     0 60.35 46.20  62.8     0     0   806   291  0.85  0.78  81.1  75.4  2.80  0.00  0.00  0.00  0.05  0.05  0.05   2.0  0.17  0.59  0.00  0.30
 1982 100   186   176   8.7 -20.0 24.19  8.85  0.34  2.59  99.2  0.49 0.055  0.54   804     9   125   670   168   502     0  0.00     0     0   434     0 60.35 47.10  64.9     0     0   840   290  0.86  0.78  79.5  67.9  2.83  0.00  0.00  0.00  0.05  0.05  0.05   1.8  0.00  0.13  0.00  0.29
 1982 101   187   177  13.6 -20.0 24.52  9.00  0.37  2.61 100.1  0.55 0.062  0.61   894     9   137   748   190   558     0  0.00     0     0   481     0 60.35 48.10  64.3     0     0   894   289  0.87  0.78  78.2  58.8  2.76  0.00  0.00  0.00  0.04  0.04  0.04   1.0  0.00  0.00  0.00  0.29
 1982 102   188   178  20.2 -20.0 25.01  9.21  0.42  2.64 118.7  0.65 0.073  0.72  1001     9   151   841   224   617     0  0.00     0     0   526     0 60.35 49.19  62.6     0     0   974   288  0.88  0.79  76.7  43.0  2.26  0.00  0.00  0.00  0.03  0.03  0.03   0.7  0.00  0.02  0.00  0.29
 1982 103   189   179  16.1 -20.0 25.39  9.38  0.46  2.53 128.0  0.73 0.083  0.81  1117     9   166   941   255   686     0  0.00     0     0   585     0 60.63 50.40  62.1     0     0  1035   285  0.90  0.78  75.1  41.1  2.30  0.00  0.00  0.00  0.07  0.07  0.07   0.7  0.00  0.00  0.00  0.28
 1982 104   190   180  21.1 -20.0 25.88  9.60  0.50  2.48 136.2  0.82 0.095  0.92  1239     9   183  1047   291   757     0  0.00     0     0   641     0 61.00 51.73  61.2     0     0  1115   283  0.91  0.78  73.4  33.2  1.89  0.00  0.00  0.00  0.09  0.09  0.09   0.6  0.00  0.08  0.00  0.28
 1982 105   191   181  24.2 -20.0 26.60  9.86  0.54  2.40 102.6  0.90 0.105  1.01  1331     9   195  1127   322   805     0  0.00     0     0   678     0 61.43 53.19  60.2     0     0  1231   280  0.93  0.78  72.2  40.0  2.49  0.00  0.00  0.00  0.12  0.12  0.12   0.7  0.00  0.28  0.00  0.27
 1982 106   192   182  18.4 -20.0 27.01 10.05  0.56  2.38  51.1  0.98 0.113  1.09  1376     9   200  1167   352   814     0  0.00     0     0   680     0 61.75 54.75  58.3     0     0  1298   278  0.95  0.78  71.8  88.1  5.80  0.00  0.00  0.00  0.12  0.12  0.12   0.8  0.00  0.00  0.00  0.27
 1982 107   193   183  10.0 -20.0 27.31 10.16  0.58  2.39 174.8  1.03 0.120  1.15  1533     9   221  1303   374   928     0  0.00     0     0   787     0 62.87 56.35  60.4     0     0  1346   275  0.96  0.78  69.6  30.3  2.11  0.00  0.00  0.00  0.12  0.12  0.12   0.8  0.00  0.00  0.00  0.27
 1982 108   194   184  12.2 -20.0 27.67 10.28  0.61  2.40 170.2  1.09 0.128  1.22  1685     9   241  1435   400  1035     0  0.00     0     0   884     0 64.24 58.12  61.6     0     0  1404   274  0.97  0.79  67.4  28.2  2.05  0.00  0.00  0.00  0.12  0.12  0.12   0.7  0.00  0.00  0.00  0.26
 1982 109   195   185  15.3 -20.0 28.12 10.44  0.63  2.39 170.6  1.17 0.139  1.31  1838     9   261  1568   432  1135     0  0.00     0     0   972     0 65.96 60.05  62.0     0     0  1478   272  0.98  0.79  68.0  27.1  1.80  0.00  0.00  0.00  0.12  0.12  0.12   0.6  0.00  0.00  0.00  0.26
 1982 110   196   186   6.7 -20.0 28.12 10.51  0.64  2.34 181.0  1.20 0.142  1.34  2001     9   282  1709   443  1266     0  0.00     0     0  1101     0 66.58 62.14  64.4     0     0  1478   270  0.99  0.79  65.5  29.2  2.66  0.00  0.00  0.00  0.14  0.14  0.14   1.5  0.00  0.33  0.00  0.00
 1982 111   197   187   7.0 -20.0 28.12 10.59  0.65  2.38 171.2  1.22 0.145  1.37  2154     9   301  1844   455  1389     0  0.00     0     0  1221     0 67.22 64.39  66.2     0     0  1478   269  0.99  0.79  63.3  29.8  2.36  0.00  0.00  0.00  0.12  0.12  0.12   1.3  0.00  0.30  0.00  0.00
 1982 112   198   188   8.6 -20.0 28.12 10.68  0.66  2.43 207.0  1.27 0.151  1.42  2341     9   325  2007   472  1535     0  0.00     0     0  1360     0 68.02 66.80  67.8     0     0  1478   268  1.00  0.79  60.6  23.1  1.94  0.00  0.00  0.00  0.11  0.11  0.11   0.9  0.00  0.14  0.00  0.00
 1982 113   199   189  11.7 -20.0 28.12 10.80  0.68  2.46 183.6  1.33 0.160  1.49  2506     9   345  2152   500  1652     0  0.00     0     0  1466     0 69.11 69.40  68.1     0     0  1478   266  1.01  0.79  58.3  23.4  2.13  0.00  0.00  0.00  0.10  0.10  0.10   0.6  0.00  0.00  0.00  0.00
 1982 114   200   190  16.4 -20.0 28.12 10.97  0.70  2.44 163.6  1.43 0.173  1.60  2652     9   362  2281   540  1741     0  0.00     0     0  1539     0 70.64 72.16  67.5     0     0  1478   264  1.02  0.80  56.3  23.0  2.26  0.00  0.00  0.00  0.10  0.10  0.10   0.5  0.00  0.00  0.00  0.00
 1982 115   201   191  13.1 -20.0 28.12 11.11  0.72  2.38 101.8  1.50 0.184  1.68  2741     9   372  2360   572  1788     0  0.00     0     0  1574     0 71.86 75.06  66.7     0     0  1478   262  1.03  0.80  55.6  38.6  3.10  0.00  0.00  0.00  0.13  0.13  0.13   0.6  0.00  0.00  0.00  0.00
 1982 116   202   192  14.1 -20.0 30.44 11.26  0.74  2.36 218.7  1.57 0.195  1.77  2930     9   395  2525   606  1920     0  0.00     0     0  1692     0 75.70 78.03  67.0     0     0  1450   260  1.04  0.80  52.7  16.3  1.22  0.00  0.00  0.06  0.13  0.13  0.13   0.4  0.00  0.00  0.00  0.00
 1982 117   203   193  10.6 -20.0 30.94 11.37  0.75  2.32  64.9  1.62 0.203  1.83  2979     9   400  2570   630  1940     0  0.00     0     0  1702     0 78.62 81.19  66.2     0     0  1431   258  1.05  0.80  52.2  58.3  3.91  0.00  0.00  0.00  0.15  0.15  0.15   0.6  0.00  0.00  0.00  0.00
 1982 118   204   194   8.4 -20.0 31.33 11.46  0.75  2.33  13.1  1.63 0.204  1.84  2982     9   398  2574   637  1937     0  0.00     0     0  1700     0 80.97 84.39  66.0     0     0  1416   256  1.06  0.80  55.9  99.9 15.00  0.00  0.00  0.00  0.14  0.14  0.14   1.9  0.00  0.16  0.00  0.00
 1982 119   205   195  10.0 -20.0 31.79 11.57  0.76  2.38  60.7  1.68 0.212  1.90  3027     9   402  2616   660  1956     0  0.00     0     0  1709     0 83.80 87.58  65.3     0     0  1398   255  1.07  0.80  71.2  88.7  7.45  0.00  0.00  0.00  0.13  0.13  0.13   1.0  0.00  0.00  0.00  0.00
 1982 120   206   196  13.9 -20.0 32.44 11.71  0.77  2.43  97.2  1.75 0.224  1.98  3104     9   410  2685   692  1993     0  0.00     0     0  1728     0 87.80 90.79  64.4     0     0  1374   253  1.08  0.81  70.2  50.4  6.54  0.00  0.00  0.00  0.11  0.11  0.11   2.0  0.00  0.00  0.00  0.00
 1982 121   207   197  16.1 -20.0 33.20 11.88  0.79  2.50 132.7  1.84 0.238  2.08  3212     9   422  2781   731  2050     0  0.00     0     0  1763     0 92.55 94.07  63.4     0     0  1346   251  1.09  0.81  68.1  34.8  4.74  0.00  0.00  0.00  0.08  0.08  0.08   1.6  0.00  0.00  0.00  0.00
 1982 122   208   198  18.0 -20.0 34.04 12.07  0.81  2.57 176.6  1.93 0.256  2.19  3359     9   437  2912   777  2136     0  0.00     0     0  1822     0 98.01 97.44  62.6     0     0  1316   249  1.11  0.82  65.4  24.7  3.59  0.00  0.00  0.00  0.06  0.06  0.06   1.1  0.00  0.00  0.00  0.00
 1982 123   209   199  22.0 -20.0 35.07 12.30  0.82  2.64 209.8  2.04 0.276  2.31  3534     9   456  3069   828  2241     0  0.00     0     0  1894     0 104.8 100.9  61.7     0     0  1281   246  1.13  0.82  62.3  18.8  2.96  0.00  0.00  0.00  0.03  0.03  0.03   0.8  0.00  0.13  0.00  0.00
 1982 124   210   200  24.5 -20.0 36.21 12.56  0.83  2.67 252.1  2.12 0.293  2.41  3747     9   478  3259   872  2388     0  0.00     0     0  2013     0 112.6 104.6  61.8     0     0  1244   243  1.15  0.83  58.7  14.2  2.48  0.00  0.00  0.00  0.02  0.02  0.02   0.7  0.00  0.30  0.00  0.00
 1982 125   211   201  18.0 -20.0 37.06 12.75  0.84  2.72  60.1  2.16 0.302  2.47  3785     9   480  3296   901  2395     0  0.00     0     0  2013     0 118.4 108.4  61.1     0     0  1219   240  1.16  0.84  58.4  67.9  9.62  0.00  0.00  0.00  0.00  0.00  0.00   1.3  0.00  0.00  0.00  0.00
 1982 126   212   202  10.9 -20.0 37.57 12.86  0.85  2.72 162.5  2.22 0.314  2.53  3925     9   492  3423   933  2491     0  0.00     0     0  2088     0 121.9 112.3  61.0     0     0  1203   238  1.17  0.84  88.8  45.8  4.20  0.00  0.00  0.00  0.00  0.00  0.00   1.6  0.00  0.00  0.00  0.00
 1982 127   213   203  14.4 -20.0 38.24 13.02  0.86  2.72 306.0  2.30 0.332  2.63  4196     9   517  3669   971  2698     0  0.00     0     0  2262     0 126.6 116.2  61.6     0     0  1184   236  1.18  0.84  87.6  21.4  3.52  0.00  0.00  0.00  0.00  0.00  0.00   1.8  0.00  0.00  0.00  0.00
 1982 128   214   204  20.5 -20.0 39.20 13.23  0.87  2.72 316.4  2.40 0.357  2.76  4471     9   543  3919  1025  2894     0  0.00     0     0  2406     0 133.3 120.3  61.4     0     0  1158   234  1.20  0.84  82.6  17.3  3.17  0.00  0.00  0.00  0.00  0.00  0.00   1.5  0.00  0.04  0.00  0.00
 1982 129   215   205  22.5 -20.0 40.29 13.47  0.88  2.72 288.8  2.50 0.382  2.88  4720     9   565  4145  1079  3067     0  0.00     0     0  2527     0 140.7 124.7  61.0     0     0  1131   231  1.22  0.85  78.2  17.3  3.50  0.00  0.00  0.00  0.00  0.00  0.00   1.6  0.00  0.17  0.00  0.00
 1982 130   216   206  22.5 -20.0 41.47 13.47  0.88  2.72 214.4  2.45 0.412  2.87  4905     9   580  4317  1071  3234     0  0.00     0     0  2577    12 140.7 129.2  59.9     0     0  1106   229  1.23  0.85  75.2  22.5  4.79  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.17  0.00  0.00
 1982 131   217   207  22.0 -20.0 42.63 13.47  0.87  2.72 264.6  2.42 0.449  2.86  5139     9   598  4532  1063  3445     0  0.00     0     0  2641    24 140.7 133.8  58.6     0     0  1082   227  1.25  0.86  72.4  17.6  3.91  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.13  0.00  0.00
 1982 132   218   208  18.9 -20.0 43.62 13.47  0.87  2.72 121.0  2.38 0.465  2.85  5239     9   603  4627  1058  3536     0  0.00     0     0  2669    34 140.7 138.6  58.1     0     0  1063   225  1.27  0.86  98.3  56.4  9.18  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 133   219   209  20.0 -20.0 44.68 13.47  0.86  2.72 127.5  2.35 0.483  2.83  5345     9   608  4728  1050  3634     0  0.00     0     0  2698    44 140.7 143.4  57.6     0     0  1043   224  1.28  0.87  97.2  51.6  8.78  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 134   220   210  17.8 -20.0 45.61 13.47  0.86  2.72 136.4  2.32 0.502  2.82  5461     9   614  4838  1044  3741     0  0.00     0     0  2731    53 140.7 148.3  57.1     0     0  1026   222  1.30  0.87  96.4  50.0  8.60  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 135   221   211  17.8 -20.0 46.54 13.47  0.86  2.72 311.4  2.28 0.548  2.83  5744     9   631  5103  1037  4004     0  0.00     0     0  2809    62 140.7 153.2  55.7     0     0  1010   220  1.31  0.88 103.7  23.3  3.75  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 136   222   212  19.5 -20.0 47.57 13.47  0.85  2.72 132.9  2.25 0.566  2.82  5856     9   636  5211  1029  4110     0  0.00     0     0  2841    72 140.7 158.3  55.3     0     0   993   219  1.33  0.88 104.1  53.7  8.75  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 137   223   213  19.5 -20.0 48.59 13.47  0.85  2.72 191.4  2.22 0.594  2.81  6024     9   644  5372  1022  4268     0  0.00     0     0  2889    81 140.7 163.3  54.6     0     0   976   217  1.35  0.89 106.3  38.0  6.08  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 138   224   214  20.3 -20.0 49.66 13.47  0.84  2.72 289.7  2.18 0.637  2.82  6287     9   657  5621  1014  4398     0  0.00   118   118  2963    91 140.7 168.5  53.6     0     0   960   216  1.36  0.89 103.6  23.7  3.93  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.02  0.00  0.00
 1982 139   225   215  23.6 -20.0 53.43 13.47  0.84  2.72 269.8  2.15 0.677  2.82  6529     9   668  5852  1003  4355     0  0.00   392   228  3032   102 140.7 173.7  52.7     0     0   942   214  1.38  0.90  99.3  23.1  4.05  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.24  0.00  0.00
 1982 140   226   216  21.1 -20.0 57.65 13.47  0.83  2.72 160.9  2.12 0.701  2.82  6670     9   671  5989   998  4298     0  0.00   583   295  3072   111 140.7 179.1  52.3     0     0   927   212  1.40  0.92  97.1  40.0  7.27  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.07  0.00  0.00
 1982 141   227   217  18.0 -20.0 63.14 13.47  0.83  2.72 237.3  2.09 0.738  2.83  6887     9   675  6203   994  4352     0  0.00   739   396  3134   118 140.7 184.5  51.5     0     0   914   210  1.41  0.93 117.7  35.0  5.26  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 142   228   218  16.1 -20.0 70.19 13.47  0.83  2.72 191.1  2.07 0.768  2.84  7062     9   675  6377   990  4358     0  0.00   905   479  3186   124 140.7 189.9  50.9     0     0   903   209  1.43  0.95 115.6  44.5  7.44  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 143   229   219  18.0 -20.0 71.58 13.47  0.82  2.72 260.2  2.04 0.810  2.85  7305     9   675  6620   984  4432     2  0.00  1071   595  3255   131 140.7 195.3  50.2 16257 .0000   892   208  1.44  0.97 111.6  30.1  5.21  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 144   230   220  18.7 -20.0 73.01 13.47  0.82  2.72 103.2  2.02 0.808  2.83  7394     9   671  6713   978  4396    24  0.00  1177   616  3332   138 140.7 200.7  50.9 16257 .0001   881   206  1.46  0.98 110.5  75.3 13.15  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 145   231   221  20.0 -20.0 74.55 13.47  0.82  2.72 152.9  1.99 0.807  2.80  7531     9   668  6854   972  4472    67  0.01  1197   660  3434   146 140.7 206.0  51.7 16257 .0004   869   205  1.47  0.98 125.8  56.3  8.58  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 146   232   222  16.4 -20.0 75.81 13.47  0.81  2.72 281.0  1.97 0.805  2.78  7797     9   666  7122   968  4640   121  0.02  1242   713  3653   152 140.7 211.4  53.3 16257 .0007   860   204  1.49  0.98 145.3  37.8  4.95  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 147   233   223  18.4 -20.0 77.22 13.47  0.81  2.72 310.7  1.95 0.803  2.75  8092     9   664  7419   962  4813   197  0.03  1288   790  3877   159 140.7 216.7  54.9 16257 .0012   851   202  1.50  0.98 143.9  32.0  4.36  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 148   234   224  23.3 -20.0 79.02 13.47  0.80  2.72 170.6  1.92 0.801  2.72  8246     9   661  7576   953  4841   319  0.04  1296   911  3919   167 140.7 222.0  55.3 16257 .0020   839   201  1.52  0.98 135.2  50.3  7.26  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.22  0.00  0.00
 1982 149   235   225  21.4 -20.0 80.17 13.47  0.80  2.72 250.5  1.89 0.799  2.69  8479     9   658  7812   947  4916   457  0.06  1316  1050  4021   175 140.7 227.3  56.0 16257 .0028   829   199  1.54  0.98 154.7  40.8  5.12  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.09  0.00  0.00
 1982 150   236   226  20.5 -20.0 80.58 13.47  0.80  2.72 191.4  1.88 0.797  2.67  8655     9   655  7991   948  4935   608  0.08  1321  1201  4051   178 140.7 232.6  56.2 16257 .0037   820   198  1.56  0.98 148.1  51.9  6.78  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.04  0.00  0.00
 1982 151   237   227  17.8 -20.0 80.94 13.47  0.80  2.72 155.1  1.87 0.795  2.66  8796     9   652  8135   950  4942   739  0.09  1323  1331  4067   182 140.7 237.8  56.4 16257 .0045   813   196  1.57  0.98 153.6  70.7  8.87  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 152   238   228  12.8 -20.0 81.19 13.47  0.79  2.72 307.4  1.86 0.794  2.65  9091     9   651  8431   952  5114   814  0.10  1367  1407  4289   184 140.7 243.0  57.7 16257 .0050   808   195  1.58  0.98 139.1  35.4  4.89  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 153   239   229  15.2 -20.0 81.50 13.47  0.79  2.72 116.7  1.85 0.793  2.64  9195     9   647  8539   952  5113   920  0.11  1367  1513  4292   186 140.7 248.2  57.7 16257 .0057   802   194  1.59  0.98 137.6  89.5 12.44  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 154   240   230  15.0 -20.0 81.80 13.47  0.79  2.72  80.9  1.84 0.792  2.63  9265     9   643  8613   953  5087  1024  0.12  1360  1616  4263   189 140.7 253.4  57.6 16257 .0063   796   193  1.61  0.98 137.9  99.9 15.00  0.00  0.00  0.00  0.00  0.00  0.00   2.0  0.00  0.00  0.00  0.00
 1982 155   241   231  17.0 -20.0 82.14 13.47  0.79  2.72 154.0  1.83 0.790  2.62  9406     9   639  8757   953  5101  1148  0.13  1364  1741  4285   192 140.7 258.5  57.8 16257 .0071   790   192  1.62  0.98 138.1  65.2  8.92  0.00  0.00  0.00  0.00  0.00  0.00   1.9  0.00  0.00  0.00  0.00
 1982 156   242   232  17.8 -20.0 82.49 13.47  0.79  2.72 228.8  1.82 0.788  2.61  9621     9   637  8975   953  5167  1278  0.14  1381  1871  4374   195 140.7 263.7  58.3 16257 .0079   784   191  1.63  0.98 134.5  41.7  5.83  0.00  0.00  0.00  0.00  0.00  0.00   1.7  0.00  0.00  0.00  0.00
 1982 157   243   233  25.5 -20.0 83.00 13.47  0.79  2.57 189.4  1.81 0.786  2.60  9794     9   634  9151   952  5156  1466  0.16  1378  2059  4365   199 140.7 268.8  58.3 16257 .0090   776   190  1.66  0.98 131.2  40.0  5.71  0.00  0.00  0.00  0.00  0.00  0.00   0.8  0.05  0.37  0.00  0.00
 1982 158   244   234  20.2 -20.0 83.41 13.47  0.78  2.72 272.5  1.81 0.784  2.59 10052     9   632  9411   958  5239  1615  0.17  1399  2207  4476   200 140.7 273.8  58.9 16257 .0099   769   189  1.67  0.98 139.2  34.3  4.59  0.00  0.00  0.00  0.00  0.00  0.00   0.9  0.00  0.02  0.00  0.00
